Nom de la gare;Code UIC;Code postal;Direction Régionale Gares;Segmentation DRG;Segmentation Marketing;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;CO2_evite_t_2015;Vies_sauvees_stat_2015;CO2_evite_t_2016;Vies_sauvees_stat_2016;CO2_evite_t_2017;Vies_sauvees_stat_2017;CO2_evite_t_2018;Vies_sauvees_stat_2018;CO2_evite_t_2019;Vies_sauvees_stat_2019;CO2_evite_t_2020;Vies_sauvees_stat_2020;CO2_evite_t_2021;Vies_sauvees_stat_2021;CO2_evite_t_2022;Vies_sauvees_stat_2022;CO2_evite_t_2023;Vies_sauvees_stat_2023;CO2_evite_t_2024;Vies_sauvees_stat_2024
Saint-Geours-de-Maremne;87673269;40230;DRG NLLE AQUITAINE;C;Halte;pas de donnees;19355;19355;14459;14459;8147;8147;8253;8253;6453;6453;5511;5511;7146;7146;9751;9751;9055;9055;7126;7126;59.96529;0.0009940770000000001;76.197825;0.0012631725;82.054665;0.0013602645;60.13359;0.000996867;46.375065;0.0007687845000000001;54.301995000000005;0.0009001935;69.448995;0.0011512935;68.557005;0.0011365065;121.672485;0.0020170305;162.87232500000002;0.0027000225
Saint-Gratien;87276170;95210;DEX GIF;B;IDF;pas de donnees;2576869;2576869;2336723;2336723;2195928;2195928;1718129;1718129;1243189;1243189;2658478;2658478;2752077;2752077;2857361;2857361;2909515;2909515;2948463;2948463;24811.316145;0.4113105885;24483.568725;0.4058773425;24044.692815000002;0.3986018595;23158.727955;0.3839147415;22371.092370000002;0.370857681;10461.435435000001;0.1734248655;14458.055535;0.2396789955;18478.73412;0.306331956;19663.524045000002;0.3259728585;21684.352635000003;0.3594732255
Saint-Jean-d'Angély;87491357;17400;DRG NLLE AQUITAINE;C;Proximité;pas de donnees;46265;46265;49530;49530;39126;39126;33939;33939;27563;27563;39979;39979;35005;35005;41399;41399;48960;48960;51363;51363;432.219645;0.0071651385;411.9984;0.00682992;348.372585;0.0057751605;294.567075;0.0048831975;336.42328499999996;0.0055770705;231.942645;0.0038450385;285.596685;0.0047344905;329.24528999999995;0.005458077;416.79495000000003;0.006909435;389.319975;0.0064539675
Saint-Lothain;87718197;39230;DRG AURA BFC;C;Halte;pas de donnees;3579;3579;3502;3502;4028;4028;3319;3319;2787;2787;2811;2811;4255;4255;4490;4490;5279;5279;4154;4154;34.95591;0.000579483;44.422785000000005;0.0007364205000000001;37.78335;0.000626355;35.805825;0.0005935725;23.654564999999998;0.0003921345;23.452605;0.0003887865;27.929385;0.0004630005;33.89562;0.000561906;29.469330000000003;0.000488529;30.117285;0.0004992705
Saint-Maurice-de-Beynost;87723536;1700;DRG AURA BFC;B;Halte;0.2;246556;308195;232748;290935;208733;260916;153652;192065;123255;154069;198063;247579;178954;223692;183626;229533;157458;196823;140685;175857;1183.864275;0.0196255575;1325.00907;0.021965391;1545.21279;0.025615827;1505.89791;0.024964083;1666.700145;0.027629788500000002;1037.190825;0.0171940725;1292.9815800000001;0.021434454;1756.4881950000001;0.0291182535;1958.57442;0.032468346;2074.76874;0.034394562000000004
Saint-Nom-la-Bretèche Forêt de Marly T13;87733071;78620;pas de donnees;B;pas de donnees;pas de donnees;266741;266741;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;2244.625515;0.0372103695
Saint-Raphaël Valescure;87757526;83700;DRG OCCITANIE SUD;A;Ville;0.2;1506561;1883202;1421923;1777404;1358265;1697831;1090001;1362502;768875;961094;1137127;1421409;1007163;1258954;1216384;1520480;1165828;1457285;1220277;1525346;10268.630955;0.1702286415;9810.44262;0.162633006;10235.87136;0.169685568;8475.276645;0.1404992385;9568.923705;0.1586292165;6470.083125;0.1072580625;9172.358414999999;0.1520551395;11429.799975;0.1894779675;11965.482045;0.1983582585;12677.710815;0.2101652595
Santes;87286401;59211;DRG HDF-NORMANDIE;C;Proximité;pas de donnees;45926;45926;43712;43712;42691;42691;32753;32753;29459;29459;48428;48428;46742;46742;50672;50672;49028;49028;50164;50164;422.13006;0.006997878;412.57062;0.006839406;426.40488;0.007068744;393.33393;0.006520509;407.52162;0.006755706;247.897485;0.0041095305;275.616495;0.0045690435;359.24476500000003;0.0059553945;367.83648;0.006097824;386.46729;0.006406677
Trémolat;87584474;24510;DRG NLLE AQUITAINE;C;Halte;pas de donnees;7950;7950;5524;5524;4335;4335;3034;3034;2828;2828;1260;1260;3224;3224;4480;4480;4644;4644;4761;4761;40.063815000000005;0.0006641595000000001;39.079260000000005;0.000647838;37.6992;0.00062496;27.12996;0.00044974800000000003;10.6029;0.00017577;23.79762;0.000394506;25.53111;0.000423243;36.479025;0.0006047325;46.48446;0.000770598;66.89925;0.001109025
Valdahon Camp Militaire;87718601;25800;DRG AURA BFC;C;Halte;pas de donnees;9156;9156;12941;12941;9246;9246;4328;4328;4850;4850;6273;6273;3377;3377;4331;4331;3147;3147;3740;3740;31.472099999999998;0.00052173;26.482005;0.0004390065;36.445364999999995;0.0006041745;28.417455;0.0004710915;52.787295;0.0008750835;40.81275;0.000676575;36.420120000000004;0.000603756;77.80508999999999;0.001289817;108.898515;0.0018052695;77.04774;0.001277262
Valleroy - Moineville;87192732;54910;DRG GRAND EST;C;Halte;pas de donnees;7718;7718;8602;8602;5955;5955;4073;4073;3707;3707;7166;7166;5797;5797;6264;6264;7290;7290;11184;11184;94.11336;0.001560168;61.345349999999996;0.001016955;52.71156;0.000873828;48.781755;0.0008086815;60.30189;0.000999657;31.194405;0.0005171265;34.274294999999995;0.0005681835;50.111324999999994;0.0008307225000000001;72.38583;0.001199979;64.94697000000001;0.001076661
Varetz;87594606;19240;DRG NLLE AQUITAINE;C;Halte;pas de donnees;5229;5229;2595;2595;1862;1862;1714;1714;1394;1394;2217;2217;1814;1814;2338;2338;2141;2141;1797;1797;15.121754999999999;0.0002506815;18.016515;0.0002986695;19.67427;0.000326151;15.264809999999999;0.000253053;18.656055000000002;0.0003092715;11.73051;0.000194463;14.423309999999999;0.000239103;15.66873;0.000259749;21.836925;0.0003620025;44.00203500000001;0.0007294455
Vaux-sous-Aubigny;87142620;52190;DRG GRAND EST;pas de donnees;pas de donnees;pas de donnees;380;380;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;2;2;151;151;524;524;256;256;2.1542399999999997;3.5712e-05;4.40946;7.3098e-05;1.270665;2.10645e-05;0.016829999999999998;2.79e-07;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;3.1976999999999998;5.301e-05
Véretz - Montlouis;87574434;37270;DRG B-CVL-PDL;C;Halte;pas de donnees;48152;48152;42836;42836;45202;45202;26451;26451;17619;17619;28212;28212;27456;27456;25284;25284;26306;26306;24904;24904;209.56716;0.003474108;221.36498999999998;0.003669687;212.76486;0.003527118;231.04224;0.003830112;237.40398000000002;0.003935574;148.26388500000002;0.0024578505;222.58516500000002;0.0036899145;380.37483000000003;0.006305679;360.46494;0.005975622;405.19908000000004;0.006717204
Vielmur-sur-Agout;87615492;81570;DRG OCCITANIE SUD;C;Halte;pas de donnees;25524;25524;27672;27672;24947;24947;19473;19473;16881;16881;21524;21524;18237;18237;20724;20724;21009;21009;24362;24362;205.00623000000002;0.003398499;176.79073499999998;0.0029307555;174.39246;0.002890998;153.464355;0.0025440615;181.12446;0.003002598;142.05361499999998;0.0023548995;163.865295;0.0027164835;209.92900500000002;0.0034801065;232.85988;0.003860244;214.78446;0.003560598
Villeneuve Triage;87681809;94190;DEX GIF;B;IDF;pas de donnees;1467225;1467225;1162466;1162466;1092378;1092378;1065829;1065829;450589;450589;1322503;1322503;1381636;1381636;1439542;1439542;1472868;1472868;1502738;1502738;12645.54027;0.209631951;12394.184220000001;0.205465086;12113.74593;0.200816109;11626.46694;0.19273822200000001;11128.862744999999;0.1844891685;3791.706435;0.0628571655;8968.951035;0.1486831455;9192.360869999999;0.152386731;9782.15139;0.162164007;12346.698375;0.20467788750000002
Villeneuve-Loubet;87756304;6270;DRG OCCITANIE SUD;B;Proximité;pas de donnees;512236;512236;482053;482053;423218;423218;324260;324260;222593;222593;381658;381658;304407;304407;323854;323854;268009;268009;258298;258298;2173.57767;0.036032571;2255.2957349999997;0.0373872555;2725.2314100000003;0.045177633;2561.5849049999997;0.0424647765;3211.6520699999996;0.053241291;1873.120095;0.0310517235;2728.6479;0.04523427;3561.3794700000003;0.059038911;4056.4759950000002;0.0672463935;4310.46594;0.071456922
Villepinte;87271452;93420;DEX GIF;B;IDF;pas de donnees;2631037;2631037;2385680;2385680;2192462;2192462;2000408;2000408;1325500;1325500;2654695;2654695;2575413;2575413;2495574;2495574;2374993;2374993;2254753;2254753;18973.746495;0.31453804350000003;19985.566095;0.3313115235;21000.25521;0.348132573;21672.100395;0.3592701135;22339.258425;0.3703299525;11154.0825;0.18490725;16833.43332;0.279056916;18449.56773;0.305848449;20075.497199999998;0.33280236;22140.176355;0.3670296615
Vitré;87471508;35500;DRG B-CVL-PDL;B;Ville;0.13;1197732;1376703;1094295;1257810;976658;1122595;690968;794216;591362;679726;831668;955940;756074;869050;752567;865019;718364;825705;709991;816081;5974.574264999999;0.0990437445;6045.03306;0.100211778;6332.851305;0.1049830965;6362.36271;0.105472323;6998.48622;0.116017686;4976.31123;0.082494999;5814.49572;0.096390036;8218.577070000001;0.136243791;9208.492425;0.1526541525;10078.91478;0.167083614
Voujeaucourt;87184531;25420;DRG AURA BFC;C;Halte;pas de donnees;24041;24041;18462;18462;16809;16809;11771;11771;10356;10356;12042;12042;10194;10194;11013;11013;8987;8987;10910;10910;91.80765;0.001521945;75.625605;0.0012536865000000001;92.674395;0.0015363135;85.78250999999999;0.001422063;101.33342999999999;0.0016798590000000001;87.14574;0.001444662;99.052965;0.0016420545;141.447735;0.0023448555;155.35773;0.002575449;202.30501500000003;0.0033537195
Vrigne-Meuse;87172221;8350;DRG GRAND EST;C;Halte;pas de donnees;8096;8096;8000;8000;5471;5471;4273;4273;4032;4032;4277;4277;4818;4818;5990;5990;7801;7801;7036;7036;59.20794;0.000981522;65.645415;0.0010882395;50.40585;0.000835605;40.54347;0.000672111;35.990955;0.0005966415;33.92928;0.000562464;35.957294999999995;0.0005960835;46.038464999999995;0.0007632045;67.32;0.001116;68.12783999999999;0.0011293920000000001
Wihr-au-Val - Soultzbach;87182378;68230;DRG GRAND EST;C;Halte;pas de donnees;50783;50783;44552;44552;43562;43562;40428;40428;36875;36875;40307;40307;36849;36849;41448;41448;38444;38444;38570;38570;324.56655;0.005380515;323.50626;0.005362938;348.78492;0.005781996;310.084335;0.0051404355;339.18340500000005;0.0056228265;310.303125;0.0051440625;340.20162;0.005639706;366.57423;0.006076899;374.90508;0.006215004;427.338945;0.0070842285
Wittelsheim;87182683;68310;DRG GRAND EST;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;351;351;39;39;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;0.328185;5.4405e-06;2.953665;4.89645e-05;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Massy TGV;87393702;91300;ETAB GARES PARIS;A;LGV;0.3947368421052632;2099156;3468171;1968462;3252242;2589355;4278065;1789137;2955965;1371156;2265388;2214961;3659500;2397978;3961877;3049726;5038677;1984315;3278434;1695281;2800899;14265.789615;0.2364916995;16698.010725;0.2768119425;25663.44429;0.425436777;20178.98487;0.334517931;18638.896815;0.3089870595;11538.27774;0.191276262;15055.587855;0.2495846115;21789.422325;0.3612150225;16564.60773;0.274600449;17664.397739999997;0.292832262
Mazingarbe;87342121;62670;DRG HDF-NORMANDIE;C;Halte;pas de donnees;1747;1747;1929;1929;1327;1327;298;298;480;480;1088;1088;1386;1386;1009;1009;1605;1605;1373;1373;11.553795000000001;0.0001915335;13.506075000000001;0.0002238975;8.490735;0.0001407555;11.66319;0.000193347;9.155520000000001;0.000151776;4.0392;6.696e-05;2.50767;4.1571e-05;11.166705;0.00018511650000000002;16.232535;0.0002690955;14.701004999999999;0.0002437065
Mesves - Bulcy;87696187;58400;DRG AURA BFC;C;Halte;pas de donnees;2742;2742;3269;3269;3774;3774;3720;3720;3830;3830;3183;3183;3006;3006;3581;3581;4583;4583;5750;5750;48.38625;0.000802125;38.565945;0.0006393285;30.134115;0.0004995495;25.29549;0.000419337;26.784945;0.0004440285;32.22945;0.000534285;31.3038;0.00051894;31.75821;0.000526473;27.508634999999998;0.0004560255;23.07393;0.000382509
Montbartier;87611699;82700;DRG OCCITANIE SUD;C;Halte;pas de donnees;75034;75034;89890;89890;80459;80459;60683;60683;47521;47521;54779;54779;43759;43759;55637;55637;54208;54208;51823;51823;436.09054499999996;0.0072293085;456.16032;0.007562016;468.18535499999996;0.0077613615;368.231985;0.0061043805;460.965285;0.0076416705;399.88921500000004;0.0066291795;510.647445;0.0084652785;677.062485;0.011224030500000001;756.42435;0.012539655;631.41111;0.010467243
Montbré;87171256;51500;DRG GRAND EST;C;Halte;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;1355;1355;2655;2655;2609;2609;3307;3307;3668;3668;3103;3103;26.111745;0.0004328685;30.866220000000002;0.000511686;27.828405;0.00046132650000000003;21.954735;0.0003639555;22.341825;0.0003703725;11.402325000000001;0.00018902250000000002;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Montrichard;87574855;41400;DRG B-CVL-PDL;C;Proximité;pas de donnees;116338;116338;109261;109261;107575;107575;89253;89253;67643;67643;89033;89033;79629;79629;84078;84078;76917;76917;74869;74869;630.022635;0.0104442255;647.256555;0.0107299215;707.51637;0.011728881;670.078035;0.0111082455;749.2126949999999;0.0124201035;569.215845;0.0094361985;751.063995;0.0124507935;905.243625;0.0150067125;919.4313149999999;0.0152419095;978.98427;0.016229151
Morlaix;87474338;29600;DRG B-CVL-PDL;B;Ville;0.23;850223;1104186;820551;1065651;739465;960345;563262;731510;411383;534264;607843;789407;551004;715590;580379;753739;550739;715246;543195;705448;4570.985925;0.0757757025;4634.468685;0.0768280905;4883.889285;0.0809628705;4636.69866;0.076865058;5114.998845;0.0847940985;3461.787945;0.0573879285;4739.849730000001;0.07857504900000001;6222.597975;0.1031553675;6904.936665;0.1144668645;7154.626545;0.1186061085
Mouchard;87718833;39330;DRG AURA BFC;B;Proximité;0.0500000000000001;186902;196739;172224;181289;171941;180991;131538;138462;98864;104067;105099;110631;97303;102424;121929;128346;131187;138092;139097;146418;1170.501255;0.019404031500000002;1103.938605;0.0183005865;1026.032535;0.0170090955;818.804745;0.0135737685;884.4080849999999;0.0146613105;831.94056;0.013791528;1106.89227;0.018349551;1446.883515;0.0239857695;1449.26496;0.024025248;1572.78033;0.026072829
Nesle;87313486;80190;DRG HDF-NORMANDIE;C;Proximité;pas de donnees;109199;109199;100044;100044;91953;91953;70962;70962;51058;51058;72574;72574;61864;61864;66003;66003;63239;63239;66017;66017;555.5330550000001;0.0092093715;532.156185;0.0088218405;555.415245;0.0092074185;520.58556;0.008630028;610.71021;0.010124073;429.65307;0.007122591;597.14523;0.009899199000000001;773.784495;0.0128274435;841.87026;0.013956138;918.909585;0.0152332605
Neufchâteau;87141291;88300;DRG GRAND EST;C;Proximité;pas de donnees;93016;93016;83289;83289;70213;70213;57545;57545;47657;47657;73661;73661;87866;87866;93348;93348;80656;80656;80707;80707;679.149405;0.0112586265;678.72024;0.011251512;785.52342;0.013022046;739.39239;0.012257307;619.857315;0.0102757095;401.033655;0.0066481515;484.241175;0.0080275275;590.842395;0.0097947135;700.876935;0.0116188155;782.72964;0.012975732
Niolon;87753582;13740;DRG OCCITANIE SUD;C;Halte;pas de donnees;105351;105351;74046;74046;65602;65602;44390;44390;27090;27090;34070;34070;29873;29873;31446;31446;29452;29452;34892;34892;293.61618;0.004867434;247.83857999999998;0.004108554;264.61809000000005;0.004386717;251.38129500000002;0.0041672835;286.69905;0.004752765;227.96235000000001;0.003779055;373.54184999999995;0.006192405;552.0408299999999;0.009151479;623.09709;0.010329417;886.528665;0.0146964645
Nogent-l'Artaud - Charly;87116566;2310;DRG HDF-NORMANDIE;B;Proximité;0.2;634014;792517;583297;729122;450012;562515;366146;457683;283466;354333;490265;612831;440909;551136;421798;527247;380751;475939;376537;470671;3168.5588549999998;0.0525269115;3204.0196650000003;0.0531147645;3549.43017;0.058840821;3710.2492349999998;0.061506805500000004;4125.579975;0.0683919675;2385.36639;0.039543507;3081.11859;0.051077367;3786.85098;0.062776674;4908.444255;0.0813699315;5335.227809999999;0.088444953
Orange;87765107;84100;DRG OCCITANIE SUD;B;Proximité;0.1999999999999999;478558;598197;420120;525151;389111;486389;330499;413124;218227;272784;390348;487935;378570;473212;462681;578352;413419;516774;416136;520170;3501.78444;0.058050972;3478.920885;0.0576719505;3893.4606150000004;0.0645439995;3185.66655;0.052810515;3284.77842;0.054453546;1836.3802050000002;0.0304426665;2781.149085;0.046104610500000004;3274.369065;0.054280984500000004;3535.3098;0.05860674;4027.0655699999998;0.066758841
Pantin;87113209;93500;DEX GIF;B;IDF;pas de donnees;9627326;9627326;8731368;8731368;8207191;8207191;5100100;5100100;3862190;3862190;8005187;8005187;8231485;8231485;8472409;8472409;8551965;8551965;8605431;8605431;72414.701865;1.2004576245;71964.785475;1.1929991175;71295.321735;1.1819010555;69267.94627500001;1.1482921575;67363.64860500001;1.1167235865;32500.32885;0.538775505;42917.3415;0.71146395;69063.512265;1.1449031445;73474.46171999999;1.218025836;81013.94829;1.343011977
Paris Montparnasse;87391003;75015;ETAB GARES PARIS;A;Hub;0.2021276595744682;68925312;86321246;64471254;80757023;56862435;71219734;41039816;51402955;32447396;40623410;61374056;76622775;59174533;73296351;57752742;72096492;55162747;68903364;55167664;68930603;464235.89256;7.695889128;464194.516005;7.6952032065000004;485989.32393;8.056507509;497953.695195;8.2548473535;516462.68124;8.561680812;273044.83733999997;4.526411742;345350.05163999996;5.725054332;478497.390525;7.9323096825;542525.6024099999;8.993739933;580006.50048;9.615081024
Perpignan;87784009;66000;DRG OCCITANIE SUD;A;Ville;0.2;2053794;2567242;2058369;2572961;1809687;2262109;1496637;1870796;1050546;1313182;1390185;1737732;1370425;1713031;1629171;2036464;1562086;1952608;1758375;2197968;14796.725625;0.2452933125;13144.95369;0.217910997;13709.473965;0.2272693545;11532.126375;0.1911742875;11698.406775;0.1939308075;8840.34459;0.146551167;12594.200355;0.2087808615;15228.516105;0.2524513365;17321.175135;0.2871424755;17282.67651;0.286504263
Picquigny;87313106;80310;DRG HDF-NORMANDIE;C;Halte;pas de donnees;98884;98884;92474;92474;79125;79125;68856;68856;58943;58943;67126;67126;63106;63106;66180;66180;70002;70002;70293;70293;591.515595;0.0098058735;589.06683;0.009765279;556.9046999999999;0.00923211;531.03699;0.008803287;564.8652900000001;0.009364077;496.005345;0.0082225485;579.42324;0.009605412;665.836875;0.011037937500000001;778.1687099999999;0.012900123;832.1088599999999;0.013794318
Pléchâtel;87471177;35470;DRG B-CVL-PDL;C;Halte;pas de donnees;46445;46445;45305;45305;41764;41764;29086;29086;25107;25107;33192;33192;23326;23326;16583;16583;21978;21978;24308;24308;204.55182000000002;0.003390966;184.94487;0.003065931;139.54594500000002;0.0023133285;196.28829000000002;0.003253977;279.31068;0.004630284;211.275405;0.0035024265;244.75869;0.004057497;351.44406;0.005826078;381.241575;0.0063200475;390.834675;0.0064790775
Poissy;87386573;78300;DEX GIF;B;IDF;pas de donnees;13098813;13098813;11878444;11878444;11163637;11163637;7308400;7308400;5232947;5232947;10787497;10787497;10810112;10810112;10895097;10895097;10764545;10764545;10598539;10598539;89186.70568500001;1.4784961905;90583.646175;1.5016540275;91682.241255;1.5198660315;90967.09248;1.508010624;90776.78725499999;1.5048558315;44035.249005000005;0.7299961065;61500.186;1.0195218;93942.005355;1.5573273615;99957.10626;1.657042938;110226.511395;1.8272844135
Poitiers;87575001;86000;DRG NLLE AQUITAINE;A;Ville;0.2900000000000001;3850352;5423031;3718607;5237475;3463640;4878367;2681891;3777312;1897571;2672636;3217576;4531798;3010346;4239924;3189495;4492246;2933905;4132261;3058508;4307757;25737.344820000002;0.426661866;24688.810575;0.4092797475;26839.600425;0.4449345525;25332.06159;0.419943267;27075.90204;0.448851852;15968.059965;0.2647111545;22568.112765;0.3741237945;29146.530600000002;0.48317778;31292.077905000002;0.5187456765;32400.712079999998;0.537124104
Pont-de-l'Arche;87415661;27340;DRG HDF-NORMANDIE;C;Halte;pas de donnees;23336;23336;11470;11470;8398;8398;5916;5916;6016;6016;8975;8975;7213;7213;7658;7658;8840;8840;10860;10860;91.3869;0.00151497;74.38860000000001;0.00123318;64.44207;0.001068291;60.697395;0.0010062135000000001;75.524625;0.0012520125;50.62464;0.000839232;49.783139999999996;0.000825282;70.66917;0.001171521;96.52005;0.0016000650000000001;196.37244;0.003255372
Pontmort;87734103;63200;DRG AURA BFC;C;Halte;pas de donnees;25607;25607;21176;21176;17410;17410;16334;16334;12565;12565;17357;17357;16232;16232;21981;21981;24978;24978;25693;25693;216.206595;0.0035841735;210.18986999999998;0.003484431;184.970115;0.0030663495;136.59228;0.002264364;146.059155;0.0024213015;105.734475;0.0017528175;137.45060999999998;0.002278593;146.50515;0.0024286950000000002;178.19604;0.002954052;215.482905;0.0035721765
Port-Brillet;87478750;53410;DRG B-CVL-PDL;C;Halte;pas de donnees;41514;41514;42895;42895;40510;40510;28350;28350;24133;24133;51913;51913;59807;59807;65049;65049;62147;62147;61758;61758;519.69357;0.008615241000000001;522.967005;0.0086695065;547.387335;0.0090743355;503.27590499999997;0.0083430765;436.847895;0.0072418635;203.079195;0.0033665535;238.56525;0.003954825;340.89165;0.005651145;360.96142499999996;0.0059838525;349.34031;0.005791203
Port-de-Bouc;87753459;13110;DRG OCCITANIE SUD;C;Proximité;pas de donnees;49671;49671;43171;43171;38498;38498;25404;25404;17886;17886;43749;43749;44933;44933;54574;54574;55869;55869;61419;61419;516.840885;0.008567950500000001;470.137635;0.0077937255;459.24021000000005;0.007613073;378.111195;0.0062681535;368.14783500000004;0.0061029855;150.51069;0.002495097;213.77466;0.003543858;323.96067;0.005370471;363.283965;0.0060223545;417.981465;0.0069291045
Quesnoy-le-Montant;87317487;80132;DRG HDF-NORMANDIE;C;Halte;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;96;96;334;334;431;431;919;919;1658;1658;13.952069999999999;0.000231291;7.733385;0.0001282005;3.6268649999999996;6.0124500000000003e-05;2.81061;4.6593e-05;0.80784;1.3392e-05;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Rassuen;87753426;13800;DRG OCCITANIE SUD;C;Halte;pas de donnees;7795;7795;6240;6240;6380;6380;3925;3925;1340;1340;3035;3035;2946;2946;4220;4220;3299;3299;3614;3614;30.411810000000003;0.000504153;27.761084999999998;0.0004602105;35.511300000000006;0.00058869;24.79059;0.000410967;25.539525;0.0004233825;11.2761;0.00018693;33.028875;0.0005475375;53.6877;0.00089001;52.5096;0.00087048;65.594925;0.0010874025
Régny;87721050;42630;DRG AURA BFC;C;Halte;pas de donnees;45715;45715;48291;48291;47448;47448;39648;39648;32098;32098;36415;36415;39049;39049;40143;40143;28205;28205;30071;30071;253.047465;0.0041949045;237.345075;0.0039345975;337.803345;0.0055999485;328.59733500000004;0.0054473355;306.43222499999996;0.0050798925;270.10467;0.004477671;333.63792;0.005530896;399.27492;0.006618996;406.368765;0.0067365945;384.69172499999996;0.0063772425
Rémilly;87192237;57580;DRG GRAND EST;B;Halte;0.1999999999999999;287018;358773;280750;350938;252235;315294;213967;267458;171395;214244;221181;276476;198676;248345;210648;263310;204418;255523;218389;272987;1837.743435;0.0304652655;1720.17747;0.028516311;1772.6029199999998;0.029385396;1671.85854;0.027715302;1861.2381149999999;0.0308547495;1442.288925;0.023909602500000002;1800.532305;0.0298483965;2122.5575249999997;0.0351867825;2362.51125;0.039164625;2415.2564700000003;0.040039011
Rocamadour - Padirac;87613042;46500;DRG OCCITANIE SUD;C;Halte;pas de donnees;11396;11396;9155;9155;9208;9208;7404;7404;5917;5917;6702;6702;5726;5726;7512;7512;7031;7031;6896;6896;58.02983999999999;0.0009619920000000001;59.165865;0.0009808245;63.213480000000004;0.001047924;48.184290000000004;0.000798777;56.397330000000004;0.000934929;49.791555;0.0008254215;62.30466;0.001032858;77.48532;0.001284516;77.03932499999999;0.0012771225;95.89734;0.001589742
Route de Launaguet;87611954;31140;DRG OCCITANIE SUD;C;Halte;pas de donnees;303;303;504;504;183;183;298;298;196;196;pas de donnees;pas de donnees;pas de donnees;pas de donnees;268;268;255;255;29;29;0.244035;4.0455000000000005e-06;2.145825;3.55725e-05;2.25522;3.7386e-05;pas de donnees;pas de donnees;pas de donnees;pas de donnees;1.64934;2.7342e-05;2.50767;4.1571e-05;1.539945;2.55285e-05;4.24116;7.0308e-05;2.5497449999999997;4.2268500000000004e-05
Rungis La Fraternelle;87546291;94150;DEX GIF;B;IDF;pas de donnees;748630;748630;678863;678863;637935;637935;381602;381602;325738;325738;772844;772844;785411;785411;808269;808269;813669;813669;816513;816513;6870.956894999999;0.1139035635;6847.024635;0.1135068255;6801.583635;0.11275352550000001;6609.233565;0.1095648345;6503.48226;0.107811738;2741.08527;0.045440451;3211.1808300000002;0.053233479;5368.223025;0.0889919325;5712.632145;0.0947013885;6299.72145;0.104433885
Sains-du-Nord;87295709;59177;DRG HDF-NORMANDIE;C;Halte;pas de donnees;48790;48790;50051;50051;45970;45970;35654;35654;34475;34475;53761;53761;53732;53732;57580;57580;59068;59068;67083;67083;564.5034449999999;0.0093580785;497.05722;0.008239986;484.5357;0.00803241;452.15478;0.007495614;452.398815;0.0074996595;290.107125;0.0048092625;300.02840999999995;0.004973733;386.83754999999996;0.0064128150000000005;421.17916499999995;0.0069821145;410.56784999999996;0.006806205
